"s","a","r","sp"
23231,6,-100,23230
23230,7,-225,23229
23229,4,0,23227
23227,3,-25,22726
22726,7,-225,22724
22724,2,-100,22222
22222,2,-100,21720
21720,5,-25,21718
21718,5,-25,21716
21716,2,-100,21213
21213,3,-25,21210
21210,7,-225,21208
21208,5,-25,21205
21205,2,-100,21203
21203,6,-100,21200
21200,5,-25,21698
21698,7,-225,22196
22196,2,-100,21694
21694,6,-100,22192
22192,4,0,22190
22190,4,0,22689
22689,2,-100,22187
22187,6,-100,22685
22685,2,-100,22684
22684,5,-25,23183
23183,6,-100,23682
23682,6,-100,24181
24181,3,-25,24181
24181,3,-25,24681
24681,6,-100,25181
25181,1,-225,25181
25181,5,-25,25181
25181,7,-225,26182
26182,4,0,26183
26183,2,-100,26184
26184,7,-225,26685
26685,1,-225,26686
26686,3,-25,26687
26687,7,-225,27189
27189,1,-225,27190
27190,6,-100,27692
27692,4,0,27694
27694,6,-100,28196
28196,7,-225,28698
28698,3,-25,28201
28201,1,-225,28203
28203,4,0,28205
28205,1,-225,27707
27707,4,0,27709
27709,7,-225,28211
28211,4,0,28213
28213,6,-100,28216
28216,6,-100,28218
28218,6,-100,28720
28720,7,-225,28723
28723,1,-225,28225
28225,5,-25,28228
28228,7,-225,28230
28230,7,-225,28232
28232,7,-225,28234
28234,6,-100,28237
28237,6,-100,28239
28239,4,0,27741
27741,2,-100,27243
27243,7,-225,27244
27244,4,0,26745
26745,5,-25,26746
26746,1,-225,25747
25747,4,0,25247
25247,3,-25,24747
24747,3,-25,24246
24246,2,-100,23245
23245,5,-25,23244
23244,4,0,22742
22742,2,-100,21740
21740,7,-225,21738
21738,4,0,21736
21736,5,-25,21233
21233,5,-25,21231
21231,1,-225,20728
20728,1,-225,20224
20224,7,-225,20221
20221,4,0,19718
19718,4,0,19714
19714,4,0,19710
19710,5,-25,19707
19707,2,-100,19203
19203,3,-25,19199
19199,1,-225,19195
19195,4,0,19191
19191,4,0,19187
19187,6,-100,19684
19684,5,-25,20181
20181,4,0,20678
20678,3,-25,20675
20675,7,-225,21172
21172,3,-25,21170
21170,3,-25,21667
21667,5,-25,22165
22165,1,-225,22164
22164,5,-25,22662
22662,4,0,23161
23161,5,-25,24160
24160,6,-100,24660
24660,1,-225,24660
24660,3,-25,25161
25161,6,-100,26161
26161,3,-25,26162
26162,3,-25,26663
26663,4,0,27165
27165,7,-225,27667
27667,1,-225,27669
27669,4,0,28171
28171,1,-225,28173
28173,4,0,28676
28676,3,-25,28678
28678,3,-25,28681
28681,5,-25,29184
29184,6,-100,29687
29687,3,-25,29691
29691,1,-225,29694
29694,3,-25,29697
29697,1,-225,29700
29700,1,-225,29203
29203,3,-25,29206
29206,3,-25,28709
28709,2,-100,28711
28711,1,-225,28213
28213,2,-100,27715
27715,3,-25,27217
27217,6,-100,27719
27719,2,-100,27220
27220,4,0,27222
27222,1,-225,26723
26723,6,-100,26724
26724,3,-25,26225
26225,2,-100,25725
25725,1,-225,25225
25225,6,-100,25226
25226,4,0,25226
25226,6,-100,25226
25226,3,-25,24726
24726,2,-100,24225
24225,6,-100,24225
24225,7,-225,24224
24224,5,-25,24224
24224,1,-225,23723
23723,3,-25,23722
23722,5,-25,23221
23221,3,-25,23220
23220,1,-225,22718
22718,6,-100,22717
22717,1,-225,22215
22215,5,-25,22213
22213,6,-100,22712
22712,4,0,22710
22710,1,-225,22208
22208,5,-25,22206
22206,4,0,22204
22204,3,-25,22202
22202,1,-225,21700
21700,4,0,21698
21698,2,-100,21696
21696,3,-25,21694
21694,7,-225,22192
22192,5,-25,22190
22190,6,-100,22688
22688,6,-100,23187
23187,6,-100,23686
23686,6,-100,24186
24186,2,-100,24186
24186,7,-225,24685
24685,1,-225,24685
24685,3,-25,24685
24685,6,-100,25185
25185,2,-100,25185
25185,5,-25,25686
25686,3,-25,25686
25686,5,-25,25687
25687,4,0,26187
26187,6,-100,26689
26689,3,-25,26690
26690,1,-225,26691
26691,3,-25,26692
26692,5,-25,26693
26693,2,-100,26694
26694,5,-25,26695
26695,7,-225,27197
27197,1,-225,27198
27198,1,-225,26700
26700,5,-25,27201
27201,7,-225,27203
27203,1,-225,27204
27204,1,-225,26705
26705,6,-100,27207
27207,5,-25,27208
27208,7,-225,27710
27710,7,-225,27712
27712,4,0,27714
27714,3,-25,27216
27216,1,-225,27217
27217,4,0,26718
26718,3,-25,26719
26719,4,0,26220
26220,7,-225,26721
26721,3,-25,26222
26222,4,0,26223
26223,3,-25,25723
25723,7,-225,25724
25724,7,-225,25725
25725,3,-25,25725
25725,4,0,25225
25225,2,-100,24725
24725,3,-25,24225
24225,4,0,24224
24224,4,0,23723
23723,4,0,23722
23722,2,-100,23221
23221,7,-225,23220
23220,2,-100,22719
22719,4,0,22717
22717,4,0,22716
22716,1,-225,22214
22214,6,-100,22212
22212,7,-225,22710
22710,6,-100,22709
22709,4,0,22707
22707,7,-225,23206
23206,5,-25,23205
23205,7,-225,23704
23704,4,0,23703
23703,1,-225,23202
23202,2,-100,23201
23201,5,-25,23199
23199,5,-25,23198
23198,3,-25,23197
23197,7,-225,23696
23696,2,-100,23695
23695,4,0,23694
23694,5,-25,23694
23694,5,-25,24193
24193,3,-25,24193
24193,6,-100,24692
24692,2,-100,24192
24192,5,-25,24692
24692,6,-100,25192
25192,1,-225,25192
25192,7,-225,25192
25192,3,-25,25193
25193,3,-25,25193
25193,7,-225,25694
25694,6,-100,26194
26194,4,0,26195
26195,5,-25,26697
26697,5,-25,26698
26698,4,0,27199
27199,2,-100,26701
26701,4,0,26702
26702,5,-25,27203
27203,7,-225,27205
27205,4,0,27206
27206,3,-25,27208
27208,6,-100,27210
27210,7,-225,27711
27711,4,0,27713
27713,6,-100,27715
27715,5,-25,27717
27717,7,-225,28219
28219,5,-25,28221
28221,5,-25,28224
28224,1,-225,27725
27725,2,-100,27227
27227,3,-25,26728
26728,3,-25,26229
26229,2,-100,25729
25729,4,0,25229
25229,6,-100,25230
25230,5,-25,25230
25230,4,0,25230
25230,2,-100,24230
24230,7,-225,24729
24729,6,-100,24729
24729,3,-25,24228
24228,2,-100,23727
23727,3,-25,23226
23226,7,-225,23225
23225,6,-100,23224
23224,1,-225,22722
22722,5,-25,22721
22721,3,-25,22219
22219,1,-225,21717
21717,1,-225,21715
21715,4,0,21212
21212,2,-100,21210
21210,5,-25,21207
21207,3,-25,20704
20704,6,-100,21202
21202,5,-25,21199
21199,1,-225,21197
21197,6,-100,21694
21694,4,0,21692
21692,6,-100,22190
22190,6,-100,22689
22689,5,-25,23187
23187,7,-225,23686
23686,7,-225,24186
24186,7,-225,24685
24685,7,-225,25185
25185,4,0,25186
25186,6,-100,25686
25686,4,0,26187
26187,7,-225,26688
26688,1,-225,26189
26189,6,-100,26690
26690,5,-25,27192
27192,2,-100,27193
27193,4,0,27195
27195,5,-25,27196
27196,7,-225,27698
27698,7,-225,28201
28201,2,-100,27703
27703,6,-100,28205
28205,7,-225,28707
28707,6,-100,28710
28710,4,0,28713
28713,2,-100,28215
28215,5,-25,28718
28718,2,-100,28220
28220,1,-225,27721
27721,2,-100,27223
27223,1,-225,26724
26724,3,-25,26225
26225,4,0,25725
25725,1,-225,25226
25226,5,-25,25226
25226,2,-100,24726
24726,4,0,24726
24726,3,-25,24225
24225,2,-100,23724
23724,7,-225,23723
23723,3,-25,23222
23222,4,0,23221
23221,4,0,23220
23220,4,0,22718
22718,6,-100,23217
23217,1,-225,22715
22715,5,-25,22714
22714,6,-100,22712
22712,1,-225,22210
22210,2,-100,22208
22208,4,0,22206
22206,6,-100,22205
22205,2,-100,22203
22203,6,-100,22201
22201,3,-25,22199
22199,5,-25,22197
22197,6,-100,22696
22696,4,0,22694
22694,7,-225,23193
23193,4,0,23692
23692,4,0,23691
23691,3,-25,23691
23691,2,-100,23690
23690,1,-225,23188
23188,2,-100,23187
23187,3,-25,23186
23186,5,-25,23685
23685,1,-225,23684
23684,4,0,23683
23683,3,-25,23682
23682,1,-225,23681
23681,2,-100,23681
23681,3,-25,23680
23680,3,-25,23679
23679,1,-225,23678
23678,2,-100,23677
23677,6,-100,24177
24177,5,-25,24677
24677,1,-225,24677
24677,6,-100,25177
25177,4,0,25678
25678,7,-225,26179
26179,3,-25,26680
26680,1,-225,26181
26181,2,-100,26182
26182,5,-25,26683
26683,1,-225,26684
26684,5,-25,27186
27186,5,-25,27687
27687,2,-100,27189
27189,4,0,27691
27691,2,-100,27192
27192,1,-225,27194
27194,2,-100,27195
27195,1,-225,26696
26696,1,-225,26697
26697,6,-100,26699
26699,2,-100,26700
26700,5,-25,26701
26701,6,-100,27203
27203,6,-100,27705
27705,7,-225,27707
27707,2,-100,27708
27708,2,-100,27210
27210,3,-25,27211
27211,7,-225,27213
27213,6,-100,27715
27715,1,-225,27216
27216,7,-225,27218
27218,5,-25,27219
27219,5,-25,27221
27221,4,0,27222
27222,5,-25,27224
27224,4,0,26725
26725,1,-225,26226
26226,5,-25,26227
26227,1,-225,25727
25727,7,-225,25728
25728,2,-100,25228
25228,2,-100,24728
24728,3,-25,24227
24227,1,-225,23726
23726,4,0,23225
25343,1,-225,24231
24231,1,-225,23730
23730,1,-225,23229
23229,1,-225,22727
22727,1,-225,22225
22225,1,-225,21723
21723,1,-225,21220
21220,1,-225,20717
20717,1,-225,20214
20214,1,-225,19710
19710,1,-225,19206
19206,1,-225,18702
18702,1,-225,18698
18698,1,-225,18193
18193,1,-225,18188
18188,1,-225,18184
18184,1,-225,17679
17679,1,-225,17674
17674,1,-225,17669
17669,1,-225,18165
18165,1,-225,18160
18160,1,-225,18155
18155,1,-225,18151
18151,1,-225,18646
18646,1,-225,18642
18642,1,-225,19138
19138,1,-225,19635
19635,1,-225,20131
20131,1,-225,20128
20128,1,-225,20625
20625,1,-225,21123
21123,1,-225,21621
21621,1,-225,22119
22119,1,-225,22617
22617,1,-225,23116
23116,1,-225,23615
23615,1,-225,24114
24114,1,-225,24614
24614,1,-225,25114
25114,7,-225,26115
26115,7,-225,27117
27117,7,-225,28619
28619,7,-225,29622
29622,7,-225,30626
30626,7,-225,31631
31631,7,-225,32636
32636,7,-225,33643
33643,7,-225,34649
34649,7,-225,35657
35657,7,-225,36665
36665,7,-225,37173
37173,7,-225,37682
37682,7,-225,38691
38691,7,-225,38701
38701,7,-225,39210
39210,7,-225,39720
39720,7,-225,39731
39731,7,-225,39741
39741,7,-225,39751
39751,7,-225,39761
39761,7,-225,39271
39271,7,-225,38780
38780,7,-225,38789
38789,7,-225,38298
38298,7,-225,37807
37807,7,-225,37315
37315,7,-225,36323
36323,7,-225,35830
35830,7,-225,35337
35337,7,-225,34844
34844,7,-225,33850
33850,7,-225,33356
33356,7,-225,32861
32861,7,-225,32366
32366,7,-225,31370
31370,7,-225,30874
30874,7,-225,30378
30378,7,-225,29881
29881,7,-225,29384
29384,7,-225,28886
28886,7,-225,28388
28388,7,-225,27890
27890,7,-225,27391
27391,7,-225,26892
26892,7,-225,26393
26393,7,-225,25893
25893,7,-225,25393
25393,7,-225,24893
24893,1,-225,23392
23392,1,-225,22390
22390,1,-225,21387
21387,1,-225,19884
19884,1,-225,18880
18880,1,-225,17875
17875,1,-225,16369
16369,1,-225,15362
15362,1,-225,13855
13855,1,-225,12846
12846,1,-225,11337
11337,1,-225,10327
10327,1,-225,8816
8816,1,-225,7804
7804,1,-225,6291
6291,1,-225,5277
5277,1,-225,4263
4263,1,-225,3248
3248,1,-225,2733
2733,1,-225,1717
1717,1,-225,1201
1201,1,-225,1185
1185,1,-225,1168
1168,1,-225,1152
1152,1,-225,1136
1136,1,-225,1620
1620,1,-225,2105
2105,1,-225,2589
2589,1,-225,3075
3075,1,-225,4060
4060,1,-225,4546
4546,1,-225,5033
5033,1,-225,5520
5520,1,-225,6007
6007,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,7,-225,25219
25219,7,-225,25220
25220,1,-225,24720
24720,1,-225,24219
24219,6,-100,24719
24719,5,-25,24718
24718,6,-100,24718
24718,7,-225,24718
24718,4,0,24718
24718,6,-100,24718
24718,3,-25,24718
24718,2,-100,24217
24217,4,0,24216
24216,1,-225,23715
23715,4,0,23214
23214,5,-25,23213
23213,6,-100,23712
23712,7,-225,23712
23712,3,-25,23711
23711,2,-100,23210
23210,7,-225,23709
23709,3,-25,23208
23208,3,-25,23206
23206,3,-25,23205
23205,2,-100,22704
22704,2,-100,22202
22202,1,-225,22200
22200,6,-100,22198
22198,7,-225,22697
22697,4,0,22695
22695,6,-100,23194
23194,4,0,23693
23693,6,-100,23692
23692,2,-100,23692
23692,4,0,23691
23691,1,-225,23690
23690,2,-100,23689
23689,7,-225,24188
24188,3,-25,24188
24188,3,-25,24187
24187,7,-225,24687
24687,4,0,24687
24687,4,0,25187
25187,7,-225,25687
25687,7,-225,26188
26188,2,-100,25689
25689,7,-225,26190
26190,4,0,26691
26691,4,0,26692
26692,3,-25,26693
26693,6,-100,27195
27195,7,-225,27696
27696,5,-25,27698
27698,1,-225,27700
27700,6,-100,27702
27702,6,-100,28204
28204,7,-225,28707
28707,3,-25,28209
28209,6,-100,28712
28712,6,-100,28715
28715,5,-25,29217
29217,7,-225,29220
29220,7,-225,29223
29223,5,-25,29226
29226,7,-225,29229
29229,5,-25,29232
29232,6,-100,29235
29235,1,-225,28738
28738,3,-25,28240
28240,5,-25,27742
27742,4,0,27744
27744,7,-225,27245
27245,3,-25,26747
26747,3,-25,26247
26247,6,-100,26248
26248,2,-100,25249
25249,3,-25,24748
24748,6,-100,24748
24748,3,-25,24247
24247,4,0,23746
23746,6,-100,23245
23245,3,-25,22744
22744,2,-100,22242
22242,3,-25,21740
21740,1,-225,20737
20737,5,-25,20734
20734,5,-25,20731
20731,1,-225,19727
19727,5,-25,19724
19724,3,-25,19220
19220,2,-100,19216
19216,5,-25,19212
19212,5,-25,19208
19208,3,-25,18704
18704,7,-225,19200
19200,6,-100,19696
19696,5,-25,19693
19693,7,-225,20189
20189,4,0,20686
20686,1,-225,20183
20183,1,-225,20180
20180,7,-225,20677
20677,1,-225,20674
20674,5,-25,21172
21172,1,-225,21169
21169,3,-25,21667
21667,7,-225,22165
22165,4,0,22664
22664,4,0,23163
23163,6,-100,23662
23662,6,-100,24662
24662,2,-100,24662
24662,1,-225,24662
24662,3,-25,25162
25162,3,-25,25662
25662,5,-25,26163
26163,4,0,26664
26664,2,-100,26665
26665,1,-225,26667
26667,5,-25,27168
27168,3,-25,27670
27670,1,-225,27672
27672,5,-25,28174
28174,1,-225,28176
28176,5,-25,28679
28679,1,-225,28681
28681,5,-25,29184
29184,5,-25,29187
29187,1,-225,29190
29190,3,-25,29193
29193,2,-100,29196
29196,5,-25,29199
29199,1,-225,29202
29202,4,0,29205
29205,5,-25,29207
29207,7,-225,29711
29711,6,-100,29714
29714,6,-100,30218
30218,3,-25,29721
29721,4,0,29724
29724,5,-25,29727
29727,4,0,29230
29230,2,-100,28733
28733,2,-100,28235
28235,6,-100,28237
28237,1,-225,27239
27239,2,-100,26740
26740,7,-225,26741
26741,5,-25,26742
26742,2,-100,25743
25743,3,-25,25243
25243,1,-225,24742
24742,6,-100,24242
24242,6,-100,24242
24242,6,-100,24241
24241,4,0,23740
23740,3,-25,23239
23239,6,-100,23238
23238,4,0,22737
22737,2,-100,22235
22235,1,-225,21732
21732,1,-225,21230
21230,6,-100,21227
21227,1,-225,20724
20724,6,-100,20721
20721,4,0,20218
20218,4,0,20215
20215,5,-25,20212
20212,1,-225,19708
19708,5,-25,20205
20205,5,-25,20201
20201,6,-100,20698
20698,2,-100,20195
20195,3,-25,20192
20192,1,-225,20189
20189,7,-225,20686
20686,1,-225,20683
20683,2,-100,20180
20180,6,-100,21177
21177,3,-25,21174
21174,3,-25,21172
21172,5,-25,21670
21670,6,-100,22668
22668,2,-100,22666
22666,1,-225,22665
22665,6,-100,23164
23164,2,-100,23663
23663,4,0,24162
24162,2,-100,24161
24161,1,-225,24161
24161,1,-225,24160
24160,5,-25,25161
25161,7,-225,25661
25661,1,-225,25662
25662,3,-25,26163
26163,7,-225,27164
27164,4,0,27166
27166,3,-25,27668
27668,7,-225,28170
28170,6,-100,29173
29173,5,-25,29676
29676,6,-100,30179
30179,7,-225,30683
30683,1,-225,30687
30687,7,-225,31192
31192,1,-225,31196
31196,4,0,31200
31200,1,-225,30704
30704,6,-100,31208
31208,5,-25,31213
31213,1,-225,30717
30717,4,0,30721
30721,7,-225,30725
30725,7,-225,31229
31229,4,0,30733
30733,2,-100,30237
30237,1,-225,29740
29740,7,-225,29243
29243,1,-225,28745
28745,6,-100,28748
28748,5,-25,28250
28250,7,-225,28252
28252,7,-225,28254
28254,4,0,27256
27256,2,-100,26757
26757,1,-225,25758
25758,2,-100,24758
24758,3,-25,24257
24257,7,-225,23757
23757,1,-225,23255
23255,3,-25,22254
22254,5,-25,22252
22252,7,-225,21749
21749,2,-100,21247
21247,5,-25,20744
20744,5,-25,20741
20741,1,-225,19738
19738,2,-100,19234
19234,6,-100,19230
19230,6,-100,19226
19226,4,0,19222
19222,6,-100,19218
19218,2,-100,18713
18713,7,-225,18709
18709,3,-25,18705
18705,2,-100,18201
18201,3,-25,18196
18196,3,-25,18191
18191,3,-25,18187
18187,5,-25,18682
18682,1,-225,18678
18678,5,-25,18674
18674,6,-100,19670
19670,1,-225,19667
19667,3,-25,19663
19663,3,-25,20160
20160,2,-100,20157
20157,7,-225,21154
21154,2,-100,21152
21152,7,-225,22150
22150,3,-25,22648
22648,1,-225,22647
22647,7,-225,23646
23646,4,0,24145
24145,7,-225,25146
25146,2,-100,25646
25646,4,0,26147
26147,5,-25,26648
26648,3,-25,27150
27150,4,0,27652
27652,2,-100,28154
28154,7,-225,29157
29157,1,-225,29160
29160,4,0,29663
29663,7,-225,30167
30167,1,-225,30671
30671,3,-25,30674
30674,7,-225,31179
31179,1,-225,31183
31183,4,0,31688
31688,1,-225,31192
31192,3,-25,31196
31196,6,-100,31701
31701,7,-225,32206
32206,2,-100,31711
31711,6,-100,32216
32216,6,-100,32221
32221,5,-25,32226
32226,6,-100,32231
32231,7,-225,32236
32236,5,-25,32241
32241,2,-100,31745
31745,6,-100,31250
31250,2,-100,30754
30754,5,-25,30257
30257,5,-25,29761
29761,5,-25,29764
29764,7,-225,29267
29267,6,-100,28769
28769,7,-225,28772
28772,6,-100,28274
28274,5,-25,27776
27776,5,-25,27277
27277,5,-25,26778
26778,4,0,25779
25779,4,0,25279
25279,3,-25,24279
24279,4,0,23778
23778,1,-225,22776
22776,6,-100,22274
22274,1,-225,21272
21272,1,-225,20268
20268,4,0,19765
19765,7,-225,19261
19261,5,-25,18757
18757,7,-225,18752
18752,4,0,18248
18248,5,-25,17743
17743,7,-225,17738
17738,1,-225,17233
17233,6,-100,17227
17227,3,-25,16722
16722,6,-100,16716
16716,6,-100,17211
17211,2,-100,16705
16705,7,-225,17199
17199,6,-100,17194
17194,7,-225,17689
17689,5,-25,18185
18185,3,-25,18180
18180,4,0,18176
18176,5,-25,18671
18671,3,-25,19167
19167,4,0,19664
19664,4,0,19660
19660,5,-25,20657
20657,6,-100,21155
21155,1,-225,21653
21653,2,-100,21650
21650,5,-25,22649
22649,3,-25,22647
22647,4,0,23646
23646,2,-100,23646
23646,4,0,24145
24145,3,-25,24645
24645,4,0,25645
25645,2,-100,25646
25646,4,0,26147
26147,2,-100,26648
26648,3,-25,27149
27149,5,-25,27651
27651,2,-100,28153
28153,7,-225,28656
28656,7,-225,29659
29659,5,-25,30163
30163,7,-225,31167
31167,1,-225,31171
31171,3,-25,31176
31176,4,0,31680
31680,6,-100,32185
32185,6,-100,32691
32691,2,-100,32696
32696,3,-25,32701
32701,7,-225,32707
32707,6,-100,33212
33212,3,-25,33218
33218,6,-100,33223
33223,7,-225,33229
33229,2,-100,32734
32734,6,-100,32739
32739,3,-25,32244
32244,7,-225,32249
32249,3,-25,31254
31254,2,-100,30758
30758,2,-100,29761
29761,4,0,29264
29264,5,-25,28766
28766,5,-25,28269
28269,7,-225,27771
27771,6,-100,27772
27772,1,-225,26774
26774,1,-225,25774
25774,7,-225,25274
25274,4,0,24774
24774,1,-225,23773
23773,7,-225,23272
23272,7,-225,22770
22770,3,-25,22268
22268,7,-225,21766
21766,4,0,21264
21264,4,0,20761
20761,1,-225,19757
19757,1,-225,18753
18753,5,-25,18248
18248,7,-225,18244
18244,3,-25,17739
17739,2,-100,17233
17233,6,-100,17228
17228,4,0,16722
16722,4,0,16717
16717,3,-25,16211
16211,4,0,16205
16205,7,-225,16699
16699,7,-225,17194
17194,4,0,17188
17188,2,-100,17183
17183,7,-225,17678
17678,4,0,17673
17673,4,0,18168
18168,1,-225,18163
18163,6,-100,19159
19159,6,-100,19656
19656,3,-25,20153
20153,1,-225,20149
20149,1,-225,20646
20646,5,-25,21144
21144,7,-225,22142
22142,5,-25,23141
23141,4,0,23640
23640,4,0,24140
24140,3,-25,24639
24639,6,-100,25640
25640,6,-100,26641
26641,6,-100,27643
27643,4,0,28146
28146,7,-225,29149
29149,5,-25,30152
30152,7,-225,30656
30656,5,-25,31661
31661,6,-100,32166
32166,7,-225,33171
33171,4,0,33177
33177,1,-225,33183
33183,5,-25,33689
33689,7,-225,34195
34195,6,-100,34702
34702,5,-25,34709
34709,3,-25,34715
34715,7,-225,34722
34722,7,-225,35229
35229,5,-25,34736
34736,6,-100,34743
34743,5,-25,34749
34749,2,-100,33756
33756,3,-25,33261
33261,4,0,32766
32766,2,-100,31771
31771,1,-225,30775
30775,3,-25,29778
29778,5,-25,29281
29281,3,-25,28284
28284,5,-25,27786
27786,2,-100,26787
26787,1,-225,25787
25787,2,-100,24787
24787,7,-225,24287
24287,3,-25,23285
23285,7,-225,22784
22784,5,-25,22282
22282,1,-225,21279
21279,7,-225,20776
20776,4,0,20273
20273,2,-100,19269
19269,3,-25,18264
18264,5,-25,17759
17759,5,-25,17254
17254,6,-100,17249
17249,7,-225,17243
17243,2,-100,16237
16237,5,-25,16231
16231,4,0,15725
15725,2,-100,15218
15218,3,-25,15211
15211,4,0,14704
14704,6,-100,15198
15198,5,-25,15191
15191,7,-225,15685
15685,1,-225,15679
15679,6,-100,16173
16173,4,0,16667
16667,3,-25,17162
17162,4,0,17157
17157,5,-25,18152
18152,5,-25,18648
18648,7,-225,19644
19644,4,0,20141
20141,4,0,20638
20638,1,-225,21136
21136,7,-225,22134
22134,5,-25,23133
23133,1,-225,23632
23632,4,0,24131
24131,4,0,24631
24631,4,0,25632
25632,3,-25,26133
26133,6,-100,27134
27134,6,-100,28137
28137,6,-100,29139
29139,6,-100,30143
30143,1,-225,30647
25343,1,-225,24711
24711,1,-225,24211
24211,1,-225,23710
23710,1,-225,23209
23209,1,-225,23207
23207,1,-225,22706
22706,1,-225,22204
22204,1,-225,22202
22202,1,-225,21700
21700,1,-225,21698
21698,1,-225,21195
21195,1,-225,21192
21192,1,-225,20690
20690,1,-225,20687
20687,1,-225,20684
20684,1,-225,20681
20681,1,-225,20178
20178,1,-225,20175
20175,1,-225,20171
20171,1,-225,20668
20668,1,-225,20665
20665,1,-225,20662
20662,1,-225,20660
20660,1,-225,20657
20657,1,-225,21154
21154,1,-225,21152
21152,1,-225,21649
21649,1,-225,21647
21647,1,-225,22145
22145,1,-225,22143
22143,1,-225,22642
22642,1,-225,22640
22640,1,-225,23139
23139,1,-225,23638
23638,1,-225,24138
24138,1,-225,24137
24137,1,-225,24637
24637,1,-225,25137
25137,7,-225,26138
26138,7,-225,27139
27139,7,-225,27641
27641,7,-225,28644
28644,7,-225,29647
29647,7,-225,30651
30651,7,-225,31656
31656,7,-225,32161
32161,7,-225,33167
33167,7,-225,34173
34173,7,-225,34679
34679,7,-225,35186
35186,7,-225,35694
35694,7,-225,36201
36201,7,-225,36709
36709,7,-225,36717
36717,7,-225,37226
37226,7,-225,37234
37234,7,-225,37242
37242,7,-225,37251
37251,7,-225,36759
36759,7,-225,36767
36767,7,-225,36274
36274,7,-225,35782
35782,7,-225,35789
35789,7,-225,35296
35296,7,-225,34803
34803,7,-225,34309
34309,7,-225,33315
33315,7,-225,32820
32820,7,-225,32325
32325,7,-225,31829
31829,7,-225,31334
31334,7,-225,30337
30337,7,-225,29841
29841,7,-225,29343
29343,7,-225,28346
28346,7,-225,27848
27848,7,-225,27349
27349,7,-225,26850
26850,7,-225,25851
25851,7,-225,25351
25351,7,-225,24851
24851,1,-225,23349
23349,1,-225,22347
22347,1,-225,20845
20845,1,-225,19341
19341,1,-225,18336
18336,1,-225,16831
16831,1,-225,15824
15824,1,-225,14317
14317,1,-225,13309
13309,1,-225,11800
11800,1,-225,10790
10790,1,-225,9780
9780,1,-225,8769
8769,1,-225,7757
7757,1,-225,6744
6744,1,-225,6231
6231,1,-225,5218
5218,1,-225,5204
